Road_Type,Weather,Traffic_Density,Speed_Limit,Bike_Speed,Accident_Severity
Highway,Foggy,6.0,80.0,86.0,Moderate Accident
Highway,Rainy,1.0,80.0,95.0,Moderate Accident
Highway,Clear,4.0,80.0,89.0,Moderate Accident
Highway,Foggy,7.0,80.0,118.0,Moderate Accident
Highway,Rainy,5.0,80.0,85.0,Moderate Accident
Highway,Clear,7.0,80.0,109.0,Moderate Accident
Highway,Foggy,7.0,80.0,99.0,Moderate Accident
Highway,Rainy,4.0,80.0,94.0,Moderate Accident
Highway,Clear,1.0,80.0,81.0,Moderate Accident
Highway,Foggy,2.0,80.0,92.0,Moderate Accident
Highway,Rainy,4.0,80.0,89.0,Moderate Accident
Highway,Clear,2.0,80.0,109.0,Moderate Accident
Highway,Foggy,6.0,80.0,81.0,Moderate Accident
Highway,Rainy,6.0,80.0,108.0,Moderate Accident
Highway,Clear,5.0,80.0,83.0,Moderate Accident
Highway,Foggy,2.0,80.0,100.0,Moderate Accident
Highway,Rainy,5.0,80.0,116.0,Moderate Accident
Highway,Clear,3.0,80.0,88.0,Moderate Accident
Highway,Foggy,7.0,80.0,99.0,Moderate Accident
Highway,Rainy,3.0,80.0,94.0,Moderate Accident
Highway,Clear,4.0,80.0,89.0,Moderate Accident
Highway,Foggy,3.0,80.0,96.0,Moderate Accident
Highway,Rainy,4.0,80.0,83.0,Moderate Accident
Highway,Clear,3.0,80.0,106.0,Moderate Accident
Highway,Foggy,2.0,80.0,104.0,Moderate Accident
Highway,Rainy,1.0,80.0,108.0,Moderate Accident
Highway,Clear,8.0,80.0,88.0,Moderate Accident
Highway,Foggy,5.0,80.0,112.0,Moderate Accident
Highway,Rainy,5.0,80.0,80.0,Moderate Accident
Highway,Clear,4.0,80.0,114.0,Moderate Accident
Highway,Foggy,5.0,80.0,108.0,Moderate Accident
Highway,Rainy,1.0,80.0,116.0,Moderate Accident
Highway,Clear,1.0,80.0,83.0,Moderate Accident
Highway,Foggy,7.0,80.0,118.0,Moderate Accident
Highway,Rainy,1.0,80.0,95.0,Moderate Accident
Highway,Clear,7.0,80.0,84.0,Moderate Accident
Highway,Foggy,7.0,80.0,107.0,Moderate Accident
Highway,Rainy,1.0,80.0,113.0,Moderate Accident
Highway,Clear,7.0,80.0,97.0,Moderate Accident
Highway,Foggy,6.0,80.0,107.0,Moderate Accident
Highway,Rainy,8.0,80.0,86.0,Moderate Accident
Highway,Clear,1.0,80.0,117.0,Moderate Accident
Highway,Foggy,1.0,80.0,116.0,Moderate Accident
Highway,Rainy,4.0,80.0,115.0,Moderate Accident
Highway,Clear,5.0,80.0,100.0,Moderate Accident
Highway,Foggy,5.0,80.0,95.0,Moderate Accident
Highway,Rainy,5.0,80.0,95.0,Moderate Accident
Highway,Clear,3.0,80.0,85.0,Moderate Accident
Highway,Foggy,8.0,80.0,115.0,Moderate Accident
Highway,Rainy,4.0,80.0,94.0,Moderate Accident
Highway,Clear,5.0,80.0,106.0,Moderate Accident
Highway,Foggy,5.0,80.0,88.0,Moderate Accident
Highway,Rainy,8.0,80.0,91.0,Moderate Accident
Highway,Clear,5.0,80.0,93.0,Moderate Accident
Highway,Foggy,8.0,80.0,80.0,Moderate Accident
Highway,Rainy,6.0,80.0,102.0,Moderate Accident
Highway,Clear,3.0,80.0,99.0,Moderate Accident
Highway,Foggy,8.0,80.0,82.0,Moderate Accident
Highway,Rainy,2.0,80.0,97.0,Moderate Accident
Highway,Clear,6.0,80.0,93.0,Moderate Accident
Highway,Foggy,8.0,80.0,112.0,Moderate Accident
Highway,Rainy,2.0,80.0,103.0,Moderate Accident
Highway,Clear,7.0,80.0,88.0,Moderate Accident
Highway,Foggy,4.0,80.0,105.0,Moderate Accident
Highway,Rainy,2.0,80.0,101.0,Moderate Accident
Highway,Clear,8.0,80.0,118.0,Moderate Accident
Highway,Foggy,2.0,80.0,103.0,Moderate Accident
Highway,Rainy,1.0,80.0,93.0,Moderate Accident
Highway,Clear,3.0,80.0,111.0,Moderate Accident
Highway,Foggy,4.0,80.0,113.0,Moderate Accident
Highway,Rainy,6.0,80.0,110.0,Moderate Accident
Highway,Clear,3.0,80.0,91.0,Moderate Accident
Highway,Foggy,2.0,80.0,115.0,Moderate Accident
Highway,Rainy,5.0,80.0,114.0,Moderate Accident
Highway,Clear,3.0,80.0,98.0,Moderate Accident
Highway,Foggy,6.0,80.0,84.0,Moderate Accident
Highway,Rainy,7.0,80.0,115.0,Moderate Accident
Highway,Clear,4.0,80.0,118.0,Moderate Accident
Highway,Foggy,1.0,80.0,85.0,Moderate Accident
Highway,Rainy,5.0,80.0,97.0,Moderate Accident
Highway,Clear,7.0,80.0,116.0,Moderate Accident
Highway,Foggy,5.0,80.0,116.0,Moderate Accident
Highway,Rainy,2.0,80.0,81.0,Moderate Accident
Highway,Clear,4.0,80.0,108.0,Moderate Accident
Highway,Foggy,8.0,80.0,112.0,Moderate Accident
Highway,Rainy,1.0,80.0,114.0,Moderate Accident
Highway,Clear,8.0,80.0,120.0,Moderate Accident
Highway,Foggy,7.0,80.0,85.0,Moderate Accident
Highway,Rainy,3.0,80.0,97.0,Moderate Accident
Highway,Clear,2.0,80.0,107.0,Moderate Accident
Highway,Foggy,8.0,80.0,102.0,Moderate Accident
Highway,Rainy,8.0,80.0,99.0,Moderate Accident
Highway,Clear,3.0,80.0,81.0,Moderate Accident
Highway,Foggy,7.0,80.0,119.0,Moderate Accident
Highway,Rainy,6.0,80.0,90.0,Moderate Accident
Highway,Clear,8.0,80.0,92.0,Moderate Accident
Highway,Foggy,6.0,80.0,104.0,Moderate Accident
Highway,Rainy,1.0,80.0,116.0,Moderate Accident
Highway,Clear,8.0,80.0,102.0,Moderate Accident
Highway,Foggy,2.0,80.0,84.0,Moderate Accident
Highway,Rainy,4.0,80.0,120.0,Moderate Accident
Highway,Clear,5.0,80.0,120.0,Moderate Accident
Highway,Foggy,6.0,80.0,98.0,Moderate Accident
Highway,Rainy,4.0,80.0,117.0,Moderate Accident
Highway,Clear,6.0,80.0,98.0,Moderate Accident
Highway,Foggy,4.0,80.0,88.0,Moderate Accident
Highway,Rainy,5.0,80.0,116.0,Moderate Accident
Highway,Clear,1.0,80.0,120.0,Moderate Accident
Highway,Foggy,7.0,80.0,82.0,Moderate Accident
Highway,Rainy,3.0,80.0,85.0,Moderate Accident
Highway,Clear,8.0,80.0,82.0,Moderate Accident
Highway,Foggy,5.0,80.0,90.0,Moderate Accident
Highway,Rainy,1.0,80.0,82.0,Moderate Accident
Highway,Clear,3.0,80.0,89.0,Moderate Accident
Highway,Foggy,5.0,80.0,89.0,Moderate Accident
Highway,Rainy,2.0,80.0,86.0,Moderate Accident
Highway,Clear,3.0,80.0,85.0,Moderate Accident
Highway,Foggy,6.0,80.0,119.0,Moderate Accident
Highway,Rainy,5.0,80.0,86.0,Moderate Accident
Highway,Clear,5.0,80.0,103.0,Moderate Accident
Highway,Foggy,1.0,80.0,94.0,Moderate Accident
Highway,Rainy,2.0,80.0,116.0,Moderate Accident
Highway,Clear,2.0,80.0,110.0,Moderate Accident
Highway,Foggy,1.0,80.0,87.0,Moderate Accident
Highway,Rainy,6.0,80.0,92.0,Moderate Accident
Highway,Clear,3.0,80.0,86.0,Moderate Accident
Highway,Foggy,3.0,80.0,102.0,Moderate Accident
Highway,Rainy,3.0,80.0,82.0,Moderate Accident
Highway,Clear,8.0,80.0,114.0,Moderate Accident
Highway,Foggy,4.0,80.0,95.0,Moderate Accident
Highway,Rainy,8.0,80.0,115.0,Moderate Accident
Highway,Clear,2.0,80.0,91.0,Moderate Accident
Highway,Foggy,2.0,80.0,86.0,Moderate Accident
Highway,Rainy,6.0,80.0,80.0,Moderate Accident
Highway,Clear,7.0,80.0,114.0,Moderate Accident
Highway,Foggy,7.0,80.0,100.0,Moderate Accident
Highway,Rainy,7.0,80.0,89.0,Moderate Accident
Highway,Clear,1.0,80.0,108.0,Moderate Accident
Highway,Foggy,6.0,80.0,120.0,Moderate Accident
Highway,Rainy,8.0,80.0,99.0,Moderate Accident
Highway,Clear,8.0,80.0,88.0,Moderate Accident
Highway,Foggy,1.0,80.0,97.0,Moderate Accident
Highway,Rainy,7.0,80.0,95.0,Moderate Accident
Highway,Clear,6.0,80.0,110.0,Moderate Accident
Highway,Foggy,8.0,80.0,118.0,Moderate Accident
Highway,Rainy,2.0,80.0,108.0,Moderate Accident
Highway,Clear,7.0,80.0,97.0,Moderate Accident
Highway,Foggy,1.0,80.0,84.0,Moderate Accident
Highway,Rainy,5.0,80.0,120.0,Moderate Accident
Highway,Clear,2.0,80.0,84.0,Moderate Accident
Highway,Foggy,2.0,80.0,109.0,Moderate Accident
Highway,Rainy,8.0,80.0,91.0,Moderate Accident
Highway,Clear,6.0,80.0,113.0,Moderate Accident
Highway,Foggy,7.0,80.0,114.0,Moderate Accident
Highway,Rainy,8.0,80.0,112.0,Moderate Accident
Highway,Clear,1.0,80.0,99.0,Moderate Accident
Highway,Foggy,2.0,80.0,116.0,Moderate Accident
Highway,Rainy,6.0,80.0,97.0,Moderate Accident
Highway,Clear,2.0,80.0,118.0,Moderate Accident
Highway,Foggy,8.0,80.0,99.0,Moderate Accident
Highway,Rainy,5.0,80.0,108.0,Moderate Accident
Highway,Clear,1.0,80.0,115.0,Moderate Accident
Highway,Foggy,3.0,80.0,114.0,Moderate Accident
Highway,Rainy,2.0,80.0,103.0,Moderate Accident
Highway,Clear,2.0,80.0,113.0,Moderate Accident
Highway,Foggy,3.0,80.0,84.0,Moderate Accident
Highway,Rainy,7.0,80.0,83.0,Moderate Accident
Highway,Clear,5.0,80.0,96.0,Moderate Accident
Highway,Foggy,5.0,80.0,97.0,Moderate Accident
Highway,Rainy,6.0,80.0,87.0,Moderate Accident
Highway,Clear,8.0,80.0,94.0,Moderate Accident
Highway,Foggy,5.0,80.0,85.0,Moderate Accident
Highway,Rainy,5.0,80.0,101.0,Moderate Accident
City Road,Clear,5.0,70.0,76.0,Moderate Accident
City Road,Foggy,7.0,70.0,84.0,Moderate Accident
City Road,Rainy,2.0,70.0,93.0,Moderate Accident
City Road,Clear,6.0,70.0,81.0,Moderate Accident
City Road,Foggy,4.0,70.0,79.0,Moderate Accident
City Road,Rainy,5.0,70.0,88.0,Moderate Accident
City Road,Clear,3.0,70.0,93.0,Moderate Accident
City Road,Foggy,4.0,70.0,72.0,Moderate Accident
City Road,Rainy,2.0,70.0,99.0,Moderate Accident
City Road,Clear,6.0,70.0,96.0,Moderate Accident
City Road,Foggy,3.0,70.0,87.0,Moderate Accident
City Road,Rainy,1.0,70.0,86.0,Moderate Accident
City Road,Clear,7.0,70.0,91.0,Moderate Accident
City Road,Foggy,8.0,70.0,87.0,Moderate Accident
City Road,Rainy,4.0,70.0,96.0,Moderate Accident
City Road,Clear,1.0,70.0,78.0,Moderate Accident
City Road,Foggy,1.0,70.0,82.0,Moderate Accident
City Road,Rainy,4.0,70.0,73.0,Moderate Accident
City Road,Clear,1.0,70.0,80.0,Moderate Accident
City Road,Foggy,2.0,70.0,96.0,Moderate Accident
City Road,Rainy,1.0,70.0,80.0,Moderate Accident
City Road,Clear,4.0,70.0,87.0,Moderate Accident
City Road,Foggy,2.0,70.0,99.0,Moderate Accident
City Road,Rainy,6.0,70.0,90.0,Moderate Accident
City Road,Clear,8.0,70.0,73.0,Moderate Accident
City Road,Foggy,5.0,70.0,97.0,Moderate Accident
City Road,Rainy,8.0,70.0,98.0,Moderate Accident
City Road,Clear,7.0,70.0,79.0,Moderate Accident
City Road,Foggy,4.0,70.0,89.0,Moderate Accident
City Road,Rainy,8.0,70.0,96.0,Moderate Accident
City Road,Clear,8.0,70.0,93.0,Moderate Accident
City Road,Foggy,5.0,70.0,90.0,Moderate Accident
City Road,Rainy,5.0,70.0,90.0,Moderate Accident
City Road,Clear,7.0,70.0,93.0,Moderate Accident
City Road,Foggy,5.0,70.0,88.0,Moderate Accident
City Road,Rainy,3.0,70.0,92.0,Moderate Accident
City Road,Clear,8.0,70.0,78.0,Moderate Accident
City Road,Foggy,3.0,70.0,96.0,Moderate Accident
City Road,Rainy,4.0,70.0,82.0,Moderate Accident
City Road,Clear,4.0,70.0,73.0,Moderate Accident
City Road,Foggy,3.0,70.0,82.0,Moderate Accident
City Road,Rainy,2.0,70.0,86.0,Moderate Accident
City Road,Clear,1.0,70.0,81.0,Moderate Accident
City Road,Foggy,2.0,70.0,71.0,Moderate Accident
City Road,Rainy,5.0,70.0,70.0,Moderate Accident
City Road,Clear,8.0,70.0,75.0,Moderate Accident
City Road,Foggy,2.0,70.0,87.0,Moderate Accident
City Road,Rainy,2.0,70.0,92.0,Moderate Accident
City Road,Clear,6.0,70.0,83.0,Moderate Accident
City Road,Foggy,5.0,70.0,97.0,Moderate Accident
City Road,Rainy,7.0,70.0,83.0,Moderate Accident
City Road,Clear,5.0,70.0,88.0,Moderate Accident
City Road,Foggy,5.0,70.0,80.0,Moderate Accident
City Road,Rainy,7.0,70.0,100.0,Moderate Accident
City Road,Clear,3.0,70.0,75.0,Moderate Accident
City Road,Foggy,2.0,70.0,97.0,Moderate Accident
City Road,Rainy,8.0,70.0,73.0,Moderate Accident
City Road,Clear,8.0,70.0,94.0,Moderate Accident
City Road,Foggy,6.0,70.0,83.0,Moderate Accident
City Road,Rainy,6.0,70.0,81.0,Moderate Accident
City Road,Clear,8.0,70.0,73.0,Moderate Accident
City Road,Foggy,4.0,70.0,100.0,Moderate Accident
City Road,Rainy,8.0,70.0,80.0,Moderate Accident
City Road,Clear,6.0,70.0,94.0,Moderate Accident
City Road,Foggy,5.0,70.0,99.0,Moderate Accident
City Road,Rainy,5.0,70.0,73.0,Moderate Accident
City Road,Clear,2.0,70.0,88.0,Moderate Accident
City Road,Foggy,5.0,70.0,76.0,Moderate Accident
City Road,Rainy,1.0,70.0,73.0,Moderate Accident
City Road,Clear,3.0,70.0,74.0,Moderate Accident
City Road,Foggy,1.0,70.0,78.0,Moderate Accident
City Road,Rainy,5.0,70.0,76.0,Moderate Accident
City Road,Clear,4.0,70.0,91.0,Moderate Accident
City Road,Foggy,6.0,70.0,96.0,Moderate Accident
City Road,Rainy,5.0,70.0,99.0,Moderate Accident
City Road,Clear,6.0,70.0,72.0,Moderate Accident
City Road,Foggy,1.0,70.0,86.0,Moderate Accident
City Road,Rainy,1.0,70.0,90.0,Moderate Accident
City Road,Clear,4.0,70.0,72.0,Moderate Accident
City Road,Foggy,5.0,70.0,81.0,Moderate Accident
City Road,Rainy,2.0,70.0,85.0,Moderate Accident
City Road,Clear,4.0,70.0,96.0,Moderate Accident
City Road,Foggy,5.0,70.0,94.0,Moderate Accident
City Road,Rainy,7.0,70.0,97.0,Moderate Accident
City Road,Clear,5.0,70.0,81.0,Moderate Accident
City Road,Foggy,2.0,70.0,88.0,Moderate Accident
City Road,Rainy,4.0,70.0,87.0,Moderate Accident
City Road,Clear,5.0,70.0,76.0,Moderate Accident
City Road,Foggy,4.0,70.0,74.0,Moderate Accident
City Road,Rainy,5.0,70.0,70.0,Moderate Accident
City Road,Clear,6.0,70.0,92.0,Moderate Accident
City Road,Foggy,8.0,70.0,82.0,Moderate Accident
City Road,Rainy,5.0,70.0,92.0,Moderate Accident
City Road,Clear,5.0,70.0,80.0,Moderate Accident
City Road,Foggy,7.0,70.0,90.0,Moderate Accident
City Road,Rainy,8.0,70.0,79.0,Moderate Accident
City Road,Clear,7.0,70.0,74.0,Moderate Accident
City Road,Foggy,5.0,70.0,93.0,Moderate Accident
City Road,Rainy,4.0,70.0,87.0,Moderate Accident
City Road,Clear,4.0,70.0,98.0,Moderate Accident
City Road,Foggy,8.0,70.0,71.0,Moderate Accident
City Road,Rainy,1.0,70.0,89.0,Moderate Accident
City Road,Clear,3.0,70.0,87.0,Moderate Accident
City Road,Foggy,6.0,70.0,90.0,Moderate Accident
City Road,Rainy,6.0,70.0,100.0,Moderate Accident
City Road,Clear,2.0,70.0,94.0,Moderate Accident
City Road,Foggy,1.0,70.0,91.0,Moderate Accident
City Road,Rainy,8.0,70.0,96.0,Moderate Accident
City Road,Clear,8.0,70.0,72.0,Moderate Accident
City Road,Foggy,4.0,70.0,97.0,Moderate Accident
City Road,Rainy,4.0,70.0,88.0,Moderate Accident
City Road,Clear,3.0,70.0,88.0,Moderate Accident
City Road,Foggy,7.0,70.0,87.0,Moderate Accident
City Road,Rainy,1.0,70.0,85.0,Moderate Accident
City Road,Clear,1.0,70.0,96.0,Moderate Accident
City Road,Foggy,8.0,70.0,89.0,Moderate Accident
City Road,Rainy,5.0,70.0,87.0,Moderate Accident
City Road,Clear,5.0,70.0,74.0,Moderate Accident
City Road,Foggy,4.0,70.0,99.0,Moderate Accident
City Road,Rainy,1.0,70.0,100.0,Moderate Accident
City Road,Clear,3.0,70.0,82.0,Moderate Accident
City Road,Foggy,5.0,70.0,88.0,Moderate Accident
City Road,Rainy,8.0,70.0,86.0,Moderate Accident
City Road,Clear,8.0,70.0,86.0,Moderate Accident
City Road,Foggy,2.0,70.0,85.0,Moderate Accident
City Road,Rainy,8.0,70.0,89.0,Moderate Accident
City Road,Clear,5.0,70.0,76.0,Moderate Accident
City Road,Foggy,6.0,70.0,86.0,Moderate Accident
City Road,Rainy,1.0,70.0,76.0,Moderate Accident
City Road,Clear,5.0,70.0,79.0,Moderate Accident
City Road,Foggy,2.0,70.0,87.0,Moderate Accident
City Road,Rainy,6.0,70.0,81.0,Moderate Accident
City Road,Clear,2.0,70.0,90.0,Moderate Accident
City Road,Foggy,8.0,70.0,77.0,Moderate Accident
City Road,Rainy,8.0,70.0,90.0,Moderate Accident
City Road,Clear,1.0,70.0,73.0,Moderate Accident
City Road,Foggy,6.0,70.0,70.0,Moderate Accident
City Road,Rainy,4.0,70.0,93.0,Moderate Accident
City Road,Clear,7.0,70.0,87.0,Moderate Accident
City Road,Foggy,4.0,70.0,76.0,Moderate Accident
City Road,Rainy,8.0,70.0,76.0,Moderate Accident
City Road,Clear,1.0,70.0,76.0,Moderate Accident
City Road,Foggy,1.0,70.0,79.0,Moderate Accident
City Road,Rainy,5.0,70.0,84.0,Moderate Accident
City Road,Clear,7.0,70.0,73.0,Moderate Accident
City Road,Foggy,7.0,70.0,71.0,Moderate Accident
City Road,Rainy,7.0,70.0,87.0,Moderate Accident
City Road,Clear,2.0,70.0,87.0,Moderate Accident
City Road,Foggy,4.0,70.0,82.0,Moderate Accident
City Road,Rainy,3.0,70.0,83.0,Moderate Accident
City Road,Clear,2.0,70.0,93.0,Moderate Accident
City Road,Foggy,8.0,70.0,83.0,Moderate Accident
City Road,Rainy,4.0,70.0,85.0,Moderate Accident
City Road,Clear,3.0,70.0,95.0,Moderate Accident
City Road,Foggy,1.0,70.0,72.0,Moderate Accident
City Road,Rainy,1.0,70.0,90.0,Moderate Accident
City Road,Clear,5.0,70.0,70.0,Moderate Accident
City Road,Foggy,4.0,70.0,80.0,Moderate Accident
City Road,Rainy,7.0,70.0,86.0,Moderate Accident
City Road,Clear,6.0,70.0,97.0,Moderate Accident
City Road,Foggy,8.0,70.0,97.0,Moderate Accident
City Road,Rainy,8.0,70.0,73.0,Moderate Accident
City Road,Clear,3.0,70.0,71.0,Moderate Accident
City Road,Foggy,8.0,70.0,98.0,Moderate Accident
City Road,Rainy,5.0,70.0,99.0,Moderate Accident
City Road,Clear,7.0,70.0,71.0,Moderate Accident
City Road,Foggy,2.0,70.0,88.0,Moderate Accident
City Road,Rainy,2.0,70.0,80.0,Moderate Accident
City Road,Clear,6.0,70.0,100.0,Moderate Accident
City Road,Foggy,3.0,70.0,73.0,Moderate Accident
City Road,Rainy,3.0,70.0,98.0,Moderate Accident
City Road,Clear,6.0,70.0,96.0,Moderate Accident
City Road,Foggy,6.0,70.0,99.0,Moderate Accident
City Road,Rainy,2.0,70.0,99.0,Moderate Accident
City Road,Clear,4.0,70.0,70.0,Moderate Accident
City Road,Foggy,5.0,70.0,87.0,Moderate Accident
City Road,Rainy,5.0,70.0,79.0,Moderate Accident
City Road,Clear,8.0,70.0,88.0,Moderate Accident
City Road,Foggy,8.0,70.0,86.0,Moderate Accident
City Road,Rainy,1.0,70.0,88.0,Moderate Accident
City Road,Clear,7.0,70.0,83.0,Moderate Accident
City Road,Foggy,1.0,70.0,87.0,Moderate Accident
City Road,Rainy,3.0,70.0,96.0,Moderate Accident
City Road,Clear,4.0,70.0,90.0,Moderate Accident
City Road,Foggy,3.0,70.0,87.0,Moderate Accident
City Road,Rainy,1.0,70.0,77.0,Moderate Accident
City Road,Clear,4.0,70.0,78.0,Moderate Accident
City Road,Foggy,1.0,70.0,95.0,Moderate Accident
City Road,Rainy,5.0,70.0,94.0,Moderate Accident
City Road,Clear,3.0,70.0,80.0,Moderate Accident
City Road,Foggy,5.0,70.0,77.0,Moderate Accident
City Road,Rainy,2.0,70.0,86.0,Moderate Accident
City Road,Clear,6.0,70.0,82.0,Moderate Accident
City Road,Foggy,6.0,70.0,91.0,Moderate Accident
City Road,Rainy,6.0,70.0,99.0,Moderate Accident
City Road,Clear,3.0,70.0,89.0,Moderate Accident
City Road,Foggy,2.0,70.0,83.0,Moderate Accident
City Road,Rainy,5.0,70.0,100.0,Moderate Accident
City Road,Clear,5.0,70.0,88.0,Moderate Accident
City Road,Foggy,3.0,70.0,95.0,Moderate Accident
City Road,Rainy,5.0,70.0,83.0,Moderate Accident
City Road,Clear,6.0,70.0,77.0,Moderate Accident
City Road,Foggy,3.0,70.0,81.0,Moderate Accident
City Road,Rainy,2.0,70.0,72.0,Moderate Accident
City Road,Clear,4.0,70.0,91.0,Moderate Accident
City Road,Foggy,3.0,70.0,100.0,Moderate Accident
City Road,Rainy,2.0,70.0,84.0,Moderate Accident
City Road,Clear,1.0,70.0,77.0,Moderate Accident
City Road,Foggy,4.0,70.0,93.0,Moderate Accident
City Road,Rainy,7.0,70.0,98.0,Moderate Accident
City Road,Clear,3.0,70.0,88.0,Moderate Accident
City Road,Foggy,7.0,70.0,70.0,Moderate Accident
City Road,Rainy,3.0,70.0,77.0,Moderate Accident
City Road,Clear,4.0,70.0,88.0,Moderate Accident
City Road,Foggy,3.0,70.0,92.0,Moderate Accident
City Road,Rainy,6.0,70.0,70.0,Moderate Accident
City Road,Clear,4.0,70.0,71.0,Moderate Accident
City Road,Foggy,3.0,70.0,89.0,Moderate Accident
City Road,Rainy,6.0,70.0,97.0,Moderate Accident
City Road,Clear,3.0,70.0,71.0,Moderate Accident
City Road,Foggy,6.0,70.0,94.0,Moderate Accident
City Road,Rainy,1.0,70.0,86.0,Moderate Accident
City Road,Clear,3.0,70.0,73.0,Moderate Accident
City Road,Foggy,8.0,70.0,93.0,Moderate Accident
City Road,Rainy,1.0,70.0,81.0,Moderate Accident
City Road,Clear,3.0,70.0,88.0,Moderate Accident
City Road,Foggy,2.0,70.0,76.0,Moderate Accident
City Road,Rainy,8.0,70.0,89.0,Moderate Accident
City Road,Clear,2.0,70.0,95.0,Moderate Accident
City Road,Foggy,8.0,70.0,83.0,Moderate Accident
City Road,Rainy,2.0,70.0,79.0,Moderate Accident
City Road,Clear,6.0,70.0,79.0,Moderate Accident
City Road,Foggy,6.0,70.0,78.0,Moderate Accident
City Road,Rainy,7.0,70.0,98.0,Moderate Accident
City Road,Clear,1.0,70.0,99.0,Moderate Accident
City Road,Foggy,5.0,70.0,81.0,Moderate Accident
City Road,Rainy,7.0,70.0,72.0,Moderate Accident
City Road,Clear,5.0,70.0,70.0,Moderate Accident
City Road,Foggy,7.0,70.0,97.0,Moderate Accident
City Road,Rainy,5.0,70.0,85.0,Moderate Accident
City Road,Clear,4.0,70.0,97.0,Moderate Accident
City Road,Foggy,5.0,70.0,87.0,Moderate Accident
City Road,Rainy,5.0,70.0,93.0,Moderate Accident
City Road,Clear,5.0,70.0,83.0,Moderate Accident
City Road,Foggy,6.0,70.0,86.0,Moderate Accident
City Road,Rainy,2.0,70.0,74.0,Moderate Accident
City Road,Clear,5.0,70.0,79.0,Moderate Accident
City Road,Foggy,4.0,70.0,76.0,Moderate Accident
City Road,Rainy,7.0,70.0,83.0,Moderate Accident
City Road,Clear,2.0,70.0,100.0,Moderate Accident
City Road,Foggy,8.0,70.0,87.0,Moderate Accident
City Road,Rainy,7.0,70.0,82.0,Moderate Accident
City Road,Clear,1.0,70.0,71.0,Moderate Accident
City Road,Foggy,2.0,70.0,92.0,Moderate Accident
City Road,Rainy,7.0,70.0,71.0,Moderate Accident
City Road,Clear,5.0,70.0,91.0,Moderate Accident
City Road,Foggy,7.0,70.0,81.0,Moderate Accident
City Road,Rainy,1.0,70.0,85.0,Moderate Accident
City Road,Clear,6.0,70.0,73.0,Moderate Accident
Village Road,Foggy,5.0,60.0,76.0,Moderate Accident
Village Road,Rainy,4.0,60.0,79.0,Moderate Accident
Village Road,Clear,2.0,60.0,87.0,Moderate Accident
Village Road,Foggy,3.0,60.0,80.0,Moderate Accident
Village Road,Rainy,5.0,60.0,71.0,Moderate Accident
Village Road,Clear,4.0,60.0,69.0,Moderate Accident
Village Road,Foggy,7.0,60.0,74.0,Moderate Accident
Village Road,Rainy,7.0,60.0,73.0,Moderate Accident
Village Road,Clear,4.0,60.0,82.0,Moderate Accident
Village Road,Foggy,4.0,60.0,94.0,Moderate Accident
Village Road,Rainy,2.0,60.0,60.0,Moderate Accident
Village Road,Clear,4.0,60.0,60.0,Moderate Accident
Village Road,Foggy,2.0,60.0,63.0,Moderate Accident
Village Road,Rainy,3.0,60.0,81.0,Moderate Accident
Village Road,Clear,2.0,60.0,64.0,Moderate Accident
Village Road,Foggy,5.0,60.0,76.0,Moderate Accident
Village Road,Rainy,2.0,60.0,63.0,Moderate Accident
Village Road,Clear,3.0,60.0,67.0,Moderate Accident
Village Road,Foggy,5.0,60.0,90.0,Moderate Accident
Village Road,Rainy,2.0,60.0,94.0,Moderate Accident
Village Road,Clear,1.0,60.0,89.0,Moderate Accident
Village Road,Foggy,5.0,60.0,79.0,Moderate Accident
Village Road,Rainy,4.0,60.0,90.0,Moderate Accident
Village Road,Clear,4.0,60.0,78.0,Moderate Accident
Village Road,Foggy,3.0,60.0,67.0,Moderate Accident
